Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Direction	SigGenes
Ras Pathway	Panther Pathway	64	-0.102655345260202	0.528367750794821	0.0983249999566706	0.375880667695071	down	18479,  26419
VEGF signaling pathway	Panther Pathway	56	-0.107802107775562	0.511735263056643	0.101198641302519	0.375880667695071	down	109270,  18753
Muscarinic acetylcholine receptor 2 and 4 signaling pathway	Panther Pathway	52	-0.105058711949779	0.520534702284974	0.123963727411551	0.43950776082277	down	16522,  16524,  20907,  20908,  22317
Endothelin signaling pathway	Panther Pathway	71	-0.0834758092946661	0.595252591218289	0.164729641764897	0.558648350333129	down	11514,  13616,  18753,  18798,  19225,  432530
5HT2 type receptor mediated signaling pathway	Panther Pathway	60	-0.084637725139013	0.590969841741105	0.192859547568698	0.62679352959827	down	18753,  18798,  20908,  22317,  223604
Metabotropic glutamate receptor group II pathway	Panther Pathway	41	-0.0972341769800297	0.546471947597306	0.207117769287177	0.646207440175994	down	20907,  22317
Muscarinic acetylcholine receptor 1 and 3 signaling pathway	Panther Pathway	53	-0.0811808174971762	0.603803197645664	0.240279777139034	0.694141578401654	down	18753,  18798,  20907,  22317
5HT1 type receptor mediated signaling pathway	Panther Pathway	36	-0.0978835549569524	0.54427103323593	0.232568504815216	0.694141578401654	down	20908,  22317,  223604
5HT4 type receptor mediated signaling pathway	Panther Pathway	27	-0.099438431538751	0.539037098565052	0.29055722117059	0.708233226603314	down	20908,  22317,  223604
Axon guidance mediated by semaphorins	Panther Pathway	19	-0.116842101357672	0.483778622062562	0.284764754722755	0.708233226603314	down	18479
p53 pathway	Panther Pathway	69	-0.0667816264218269	0.660325993481753	0.277674093425175	0.708233226603314	down	11920,  12447
Huntington disease	Panther Pathway	113	0.0522450330326893	1.38359115509742	0.269509087331788	0.708233226603314	up	11459,  12368,  20602,  432611,  54152,  67951
Cadherin signaling pathway	Panther Pathway	127	-0.0494337269866076	0.735495218437724	0.287585553198113	0.708233226603314	down	11994,  12563,  16842,  21416,  215654,  216795,  22417
Thyrotropin-releasing hormone receptor signaling pathway	Panther Pathway	53	-0.0696527807042499	0.648648225245991	0.317462014770611	0.721174123330999	down	18753,  18798,  20908,  22317
Oxytocin receptor mediated signaling pathway	Panther Pathway	51	-0.0707127354134928	0.644389489610495	0.318785674726978	0.721174123330999	down	18753,  18798,  20908,  22317
General transcription regulation	Panther Pathway	29	0.0856641648740948	1.70296221270648	0.323603773289551	0.721174123330999	up	66420
Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	Panther Pathway	26	0.087636640647251	1.72396587279824	0.336840141872373	0.729820307390142	up	14697,  19739
Interleukin signaling pathway	Panther Pathway	95	0.0475747418688444	1.34401093213711	0.355501734395022	0.736317850844564	up	332110
Wnt signaling pathway	Panther Pathway	259	-0.0310657817546408	0.824431139074362	0.358718952975557	0.736317850844564	down	11994,  12563,  16842,  18753,  18798,  20378,  21416,  215654,  216795,  21812,  22417
Axon guidance mediated by Slit/Robo	Panther Pathway	13	0.105074868889813	1.92129441073079	0.398690505461513	0.758484376243854	up	NA
Apoptosis signaling pathway	Panther Pathway	101	-0.04530864594833	0.754593958253555	0.381274329049585	0.758484376243854	down	11908,  12050,  12125,  12367,  18753,  21938,  26419
Notch signaling pathway	Panther Pathway	33	0.0704189456912114	1.54902569617174	0.397724712007803	0.758484376243854	up	13386,  20602
Cell cycle	Panther Pathway	16	-0.0962065741277154	0.549972965997455	0.430260560182605	0.79905532605341	down	12447
Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	Panther Pathway	104	0.0374859884189893	1.26233190305299	0.45128496285244	0.818609932616054	up	108071,  11540,  12672,  13489,  18386,  18755,  18797,  19395,  19735,  19739,  20608,  20609,  50782
JAK/STAT signaling pathway	Panther Pathway	15	0.083954476591967	1.6849639520397	0.484732166101204	0.840202421242088	up	NA
Transcription regulation by bZIP transcription factor	Panther Pathway	43	0.0534720803750344	1.39418222360047	0.474322157679667	0.840202421242088	up	66420
Adrenaline and noradrenaline biosynthesis	Panther Pathway	25	-0.0683952199523002	0.653737432296177	0.496133441533462	0.841269748687174	down	22317
Insulin/IGF pathway-protein kinase B signaling cascade	Panther Pathway	34	-0.0428941092184748	0.766002321533358	0.623989584186924	0.900858673182201	down	NA
FAS signaling pathway	Panther Pathway	34	0.0433874886446149	1.30948802249748	0.608416125031401	0.900858673182201	up	12368,  235587
Parkinson disease	Panther Pathway	81	0.0251599943314549	1.16924647694358	0.656097568436063	0.900858673182201	up	15511,  15512,  193740,  20618,  332110
Vasopressin synthesis	Panther Pathway	11	-0.077322874538619	0.618454680979264	0.605321931852671	0.900858673182201	down	NA
Beta2 adrenergic receptor signaling pathway	Panther Pathway	38	0.0445898880169975	1.31930974474276	0.577784650407804	0.900858673182201	up	14697,  20190,  20192
Beta3 adrenergic receptor signaling pathway	Panther Pathway	22	-0.057596591187981	0.699114851436765	0.592907874169551	0.900858673182201	down	20908,  22317
De novo purine biosynthesis	Panther Pathway	21	0.0457189202631208	1.32859922392419	0.66929912044128	0.900858673182201	up	11565
Nicotinic acetylcholine receptor signaling pathway	Panther Pathway	84	0.0299176884395817	1.20433399013513	0.588818400770759	0.900858673182201	up	11459,  140781,  17888,  17909,  17919,  329421,  74376
Beta1 adrenergic receptor signaling pathway	Panther Pathway	38	0.0332353712418757	1.22942282006788	0.681418739971152	0.900858673182201	up	14697,  20190,  20192
PDGF signaling pathway	Panther Pathway	124	-0.0229356874040591	0.86715606842486	0.625847025308835	0.900858673182201	down	109270,  17444,  26419,  57257
Histamine H2 receptor mediated signaling pathway	Panther Pathway	20	0.048053642881051	1.34801691173281	0.660402072922037	0.900858673182201	up	14697
Cortocotropin releasing factor receptor signaling pathway	Panther Pathway	26	-0.0418933871830429	0.770781007092913	0.674837151148618	0.900858673182201	down	20908,  22317
PI3 kinase pathway	Panther Pathway	50	0.0352470234700081	1.24488908488464	0.618172011462866	0.900858673182201	up	12444,  14697,  56458
Alzheimer disease-amyloid secretase pathway	Panther Pathway	64	-0.0226914446296671	0.868473300758067	0.724730152464628	0.90906246259908	down	18753,  26419,  319924
Interferon-gamma signaling pathway	Panther Pathway	28	-0.0365148850630129	0.796979995364856	0.704859758949911	0.90906246259908	down	26419
Heme biosynthesis	Panther Pathway	12	-0.0429422336942707	0.765773263829569	0.769206699122299	0.90906246259908	down	NA
5-Hydroxytryptamine degredation	Panther Pathway	17	-0.0371544658064074	0.793818491421323	0.763210705547023	0.90906246259908	down	11668
Alzheimer disease-presenilin pathway	Panther Pathway	110	0.0151649027385398	1.09882774739269	0.75776478828064	0.90906246259908	up	11459,  13543,  14367,  17390,  22066,  22408,  22413,  26946
Endogenous cannabinoid signaling	Panther Pathway	21	-0.0375260670309675	0.791987397079615	0.735488776228385	0.90906246259908	down	12291
Oxidative stress response	Panther Pathway	47	-0.026254396307006	0.849454598803516	0.725818333405206	0.90906246259908	down	26419
Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	Panther Pathway	138	0.0119467697019867	1.07707010805203	0.787454570539471	0.916738156747444	up	108071,  11540,  11553,  11556,  12672,  13489,  18386,  19735,  19739,  20608,  20609,  224129,  50782
Hypoxia response via HIF activation	Panther Pathway	25	-0.0258101023676814	0.851803279689916	0.800351627731621	0.918050396515683	down	NA
p53 pathway by glucose deprivation	Panther Pathway	19	-0.024865552731554	0.856818073933672	0.831538466860551	0.926571434501756	down	NA
Hedgehog signaling pathway	Panther Pathway	19	-0.025782210797579	0.851950939959532	0.825423028343776	0.926571434501756	down	NA
Plasminogen activating cascade	Panther Pathway	14	0.0139291169958713	1.09042115602197	0.917454689273716	0.955883337746736	up	NA
Metabotropic glutamate receptor group I pathway	Panther Pathway	22	-0.011447801239449	0.93132814539413	0.916025216872387	0.955883337746736	down	18798
Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	Panther Pathway	28	-0.0111737095697663	0.932915895849809	0.907702118161199	0.955883337746736	down	NA
Cytoskeletal regulation by Rho GTPase	Panther Pathway	62	0.00737255066815655	1.04688335101492	0.909568821277358	0.955883337746736	up	11459,  140781,  17888,  67951
General transcription by RNA polymerase I	Panther Pathway	14	0.0125797155958554	1.08131511824595	0.92548748681717	0.955883337746736	up	NA
Metabotropic glutamate receptor group III pathway	Panther Pathway	56	-0.00590260836494996	0.963982249669883	0.931373508573743	0.955883337746736	down	20907,  22317
Blood coagulation	Panther Pathway	41	0.00375694951330571	1.0236226664064	0.962314865873088	0.962314865873088	up	22371
Histamine H1 receptor mediated signaling pathway	Panther Pathway	39	-0.00468504333329597	0.971304070079254	0.954294740057249	0.962314865873088	down	18753,  18798
Systemic lupus erythematosus	KEGG	102	0.266360931091664	5.23480083896233	1.1151436833191E-11	2.33065029813693E-9	up	109711,  11472,  12268,  15077,  319151,  319164,  319173,  319182,  319185,  319189,  319190,  382522,  78303
Colorectal cancer	KEGG	59	-0.240779487194432	0.223946039541162	1.01740831146008E-4	0.0106319168547579	down	12367,  16842,  21416,  21812,  26419
Vascular smooth muscle contraction	KEGG	106	-0.186972589206771	0.312871922001836	3.35167040488846E-4	0.0233499704873896	down	11514,  11541,  11548,  17540,  17880,  18753,  18798,  432530,  56089
Steroid biosynthesis	KEGG	18	-0.307622269017941	0.147821199908811	8.84992823158261E-4	0.0462408750100192	down	13360,  235293
Melanogenesis	KEGG	93	-0.172535558455925	0.34224073746025	0.00227046559559869	0.0790878849133543	down	11514,  16842,  17311,  18798,  21416,  216795,  22417,  432530
Staphylococcus aureus infection	KEGG	46	0.198056562568186	3.42411799102682	0.00192260799263801	0.0790878849133543	up	12268,  14962,  16661
Antigen processing and presentation	KEGG	57	0.174924291101914	2.96561940469107	0.003947652204481	0.117865615819504	up	14963,  15013,  15511,  15512,  193740
Purine metabolism	KEGG	152	0.116090159274406	2.05742426565168	0.00678580628371007	0.11818612610795	up	11565,  11717,  12495,  18574,  18585,  20016,  207728,  224129,  230103,  23984,  29863,  66355,  66420,  69241,  78801
Wnt signaling pathway	KEGG	144	-0.13316225920573	0.437118368485709	0.00599799784715117	0.11818612610795	down	16842,  18798,  21416,  216795,  22417,  229658,  26419
Toll-like receptor signaling pathway	KEGG	100	-0.157091430040755	0.376716760117521	0.00490299658042558	0.11818612610795	down	142980,  20750,  26419
Acute myeloid leukemia	KEGG	54	-0.192891347486609	0.301572710247681	0.00622750874385187	0.11818612610795	down	14255,  16842,  19401,  21416,  235320
Fc epsilon RI signaling pathway	KEGG	73	-0.175833899590801	0.335296931729275	0.00522555867450659	0.11818612610795	down	18753,  26419,  57257
Axon guidance	KEGG	128	-0.134084401026153	0.434620516503291	0.00874844511967197	0.140648079231649	down	108151,  18479,  19649,  210801,  50780,  80883
Valine, leucine and isoleucine degradation	KEGG	46	0.171215742481767	2.89805186279985	0.0114891232617439	0.150076672606529	up	15360,  353371
T cell receptor signaling pathway	KEGG	105	-0.142731817277457	0.411880381664077	0.0102190620757856	0.150076672606529	down	17444,  18479,  57257
Glycosphingolipid biosynthesis - globo series	KEGG	14	-0.282025195539157	0.173309534899688	0.0108910921953514	0.150076672606529	down	20442,  20449
Gastric acid secretion	KEGG	66	-0.163494595101775	0.362020356697027	0.015121595826733	0.185906678105129	down	11514,  11932,  16513,  16516,  18798,  432530
SNARE interactions in vesicular transport	KEGG	35	-0.202140117321489	0.284727809309899	0.0176447156279621	0.204874753680227	down	20907,  20908,  22317
Glycosphingolipid biosynthesis - ganglio series	KEGG	15	-0.262583171529104	0.195567145301861	0.0193046117284444	0.212350729012888	down	20442,  20449
Thyroid cancer	KEGG	29	-0.211605569392609	0.268462058211273	0.0207263582308116	0.216590443511981	down	16842,  19713,  21416
Prostate cancer	KEGG	85	-0.140281034470142	0.418201605520731	0.0227792536279445	0.226707809916209	down	12447,  16842,  21416
ECM-receptor interaction	KEGG	84	0.123456892551743	2.15380534217467	0.0273323408145972	0.259657237738673	up	12815,  12833,  16402,  16777,  21827,  21828,  22371,  81877
Ribosome	KEGG	62	0.133962852586684	2.29912043119281	0.0346702371757508	0.288607326598715	up	67941
Pathways in cancer	KEGG	307	-0.0756112112005611	0.625068493619838	0.0325968828319436	0.288607326598715	down	12159,  12367,  12447,  14255,  16842,  17311,  19225,  19401,  19713,  21416,  216795,  21812,  22341,  22417,  235320,  26419
Tyrosine metabolism	KEGG	32	0.169814336422604	2.87292177031785	0.0359033037873999	0.288607326598715	up	18948,  66138,  67689,  69536
Glycine, serine and threonine metabolism	KEGG	32	0.170526603774473	2.88566683763591	0.0348424144863209	0.288607326598715	up	100678,  104174,  14431,  19193,  434437
Neurotrophin signaling pathway	KEGG	120	-0.10986437478833	0.505218619599324	0.0417605275415218	0.318175001619115	down	18753,  26419
Rheumatoid arthritis	KEGG	79	-0.128685482856784	0.449450369471239	0.0466786309615906	0.318175001619115	down	21687,  21934
NOD-like receptor signaling pathway	KEGG	50	-0.154624383994688	0.38253698063625	0.0471934212927874	0.318175001619115	down	26419
Glycerophospholipid metabolism	KEGG	75	0.118383855148489	2.08696167642271	0.0470457967382332	0.318175001619115	up	110197,  14555,  211429,  217480,  67512
Endometrial cancer	KEGG	51	-0.155205581532752	0.381157781879523	0.0441240288565572	0.318175001619115	down	16842,  21416
Progesterone-mediated oocyte maturation	KEGG	82	-0.125389682800274	0.458750982379396	0.0493007708039476	0.321995659313283	down	11514,  12530,  26419,  432530
Ubiquitin mediated proteolysis	KEGG	130	-0.100907947510857	0.534136770760799	0.0537354788757006	0.330315149559453	down	107568
Cell cycle	KEGG	119	-0.105131098872103	0.520300589104433	0.0532538254699488	0.330315149559453	down	11920,  12447,  12530
Glutathione metabolism	KEGG	47	0.136593726291729	2.33701968241262	0.0582198154434694	0.347655469362431	up	14598,  14862,  269951,  68312
Cardiac muscle contraction	KEGG	63	0.11874322149989	2.09162774030948	0.0668536767001212	0.358267139239111	up	140781,  17888,  54377,  56808,  66152
Propanoate metabolism	KEGG	31	0.157421180821289	2.65995962789453	0.0624318174510248	0.358267139239111	up	100705,  68738
Pancreatic cancer	KEGG	67	-0.128457371722471	0.450087971721968	0.0667174825079333	0.358267139239111	down	21812,  22341,  26419
Glycosaminoglycan biosynthesis - heparan sulfate	KEGG	26	-0.18625539930719	0.314269521377136	0.0662020227107204	0.358267139239111	down	64580,  83398
Endocytosis	KEGG	193	-0.0765129631342025	0.621575384879124	0.081596502907888	0.36170454113551	down	107568,  12389,  13196,  14062,  19713,  20404,  21812,  22042,  71889
Butanoate metabolism	KEGG	29	0.151151413579811	2.5583097817216	0.0876021042435849	0.36170454113551	up	15360,  353371
Spliceosome	KEGG	115	0.0913724735660759	1.7644589759638	0.0722976242831283	0.36170454113551	up	15511,  15512,  193740
Type I diabetes mellitus	KEGG	39	0.138759790656771	2.3686915610583	0.0775406870988459	0.36170454113551	up	14963,  15013
Allograft rejection	KEGG	33	0.14225572203222	2.42071647932936	0.0929236773511302	0.36170454113551	up	14963,  15013
Graft-versus-host disease	KEGG	31	0.150383956854993	2.54613712109025	0.0796223219964996	0.36170454113551	up	14963,  15013
Viral myocarditis	KEGG	62	0.112372446669043	2.01043419691682	0.0889629157199388	0.36170454113551	up	140781,  14963,  15013,  17888
Renal cell carcinoma	KEGG	67	-0.118252576009766	0.479556569054494	0.0951854055619764	0.36170454113551	down	18479,  22341
Chagas disease (American trypanosomiasis)	KEGG	99	-0.106058992799892	0.517308911297591	0.0740209485975043	0.36170454113551	down	18798,  21812,  26419,  432530
beta-Alanine metabolism	KEGG	23	0.162466980543648	2.74469130930901	0.0928246170297823	0.36170454113551	up	103149
Proteasome	KEGG	43	-0.143230552936852	0.410605756723987	0.0928728574973902	0.36170454113551	down	66413
Biosynthesis of unsaturated fatty acids	KEGG	19	-0.200866601573002	0.286990200375628	0.0801707791910718	0.36170454113551	down	171281,  171282,  20249
Aldosterone-regulated sodium reabsorption	KEGG	40	-0.151877222618304	0.389123923125595	0.0814793107442417	0.36170454113551	down	11932,  15483
Mucin type O-Glycan biosynthesis	KEGG	25	-0.184718490383574	0.317285580352127	0.07471074379498	0.36170454113551	down	171212,  20442
Prion diseases	KEGG	34	0.140103063133246	2.38854795418987	0.0946248294545007	0.36170454113551	up	193740
Taurine and hypotaurine metabolism	KEGG	10	0.219667286236617	3.91629516527607	0.0835396716824769	0.36170454113551	up	14598
Salivary secretion	KEGG	66	-0.117849629481053	0.480758957775249	0.0989093261652737	0.36914373515254	down	11514,  11548,  11932,  18798,  432530
One carbon pool by folate	KEGG	19	0.167452194860615	2.83105594153619	0.11066159857456	0.398763346587637	up	434437
Hedgehog signaling pathway	KEGG	53	-0.126028917122747	0.456932167544079	0.109419808094131	0.398763346587637	down	12159,  216795,  22417
Selenocompound metabolism	KEGG	17	-0.194546712000093	0.298486201927255	0.113094954426837	0.400624499579812	down	232223
Basal cell carcinoma	KEGG	54	-0.1231563115671	0.465162621333109	0.115647424482615	0.402838528614444	down	12159,  16842,  21416,  216795,  22417
Natural killer cell mediated cytotoxicity	KEGG	105	-0.0912529889499193	0.567166955681198	0.117890286333273	0.40391917776482	down	12367,  18479,  57257
Terpenoid backbone biosynthesis	KEGG	14	-0.200376116592382	0.287866330468589	0.133288625599601	0.449311657263172	down	208715,  319554,  71365
Drug metabolism - cytochrome P450	KEGG	63	0.0981004449319899	1.83979806724005	0.144496715729688	0.479362120436583	up	14862,  67689,  68312
RNA degradation	KEGG	65	-0.105365485696929	0.519543259390158	0.148063797713514	0.483520839408195	down	12227
Synthesis and degradation of ketone bodies	KEGG	10	0.191744812312907	3.29240685252495	0.158492195159396	0.501891951338086	up	15360,  353371
Type II diabetes mellitus	KEGG	47	-0.118879337565107	0.4776922921907	0.157901190666773	0.501891951338086	down	12291,  18753,  26419
Metabolism of xenobiotics by cytochrome P450	KEGG	58	0.0975878641926011	1.83394673643377	0.163593282883618	0.502808766509942	up	14862,  67689,  68312
Osteoclast differentiation	KEGG	113	-0.0790645513445145	0.611796724542669	0.163378072323002	0.502808766509942	down	12311,  21812,  21934,  26419
Notch signaling pathway	KEGG	44	0.107767816320159	1.95371901630858	0.17111281512491	0.51829823711748	up	13543,  20602
Tryptophan metabolism	KEGG	40	0.110954606803214	1.99279743532917	0.176120846207636	0.525846526534227	up	15930,  239017
Autoimmune thyroid disease	KEGG	46	0.102919035409276	1.89572522714045	0.185455501914037	0.53833610972269	up	14963,  15013
Dilated cardiomyopathy	KEGG	85	0.0793252939168075	1.63718059659197	0.185374374356899	0.53833610972269	up	140781,  16402,  17888,  224129,  54377,  56808
Circadian rhythm - mammal	KEGG	22	-0.153327166234298	0.385633343216194	0.188437264344575	0.539498469150907	down	19883,  20893,  225998
Oocyte meiosis	KEGG	103	-0.0762794142249811	0.622478203704582	0.199190634453187	0.540660293515794	down	11514,  12447,  432530
Pancreatic secretion	KEGG	91	-0.0817417166385582	0.601702143593111	0.193943593670148	0.540660293515794	down	11514,  11932,  18798,  432530
Galactose metabolism	KEGG	25	0.129240752451755	2.23263081284845	0.194806353670693	0.540660293515794	up	103988,  14387
Hypertrophic cardiomyopathy (HCM)	KEGG	81	0.078900166482668	1.6328608736765	0.19844524110706	0.540660293515794	up	11421,  140781,  16402,  17888,  54377,  56808
Pantothenate and CoA biosynthesis	KEGG	15	0.151116576854051	2.5577559763078	0.216901657556374	0.581185210631822	up	103149
RNA transport	KEGG	135	-0.0632899237372558	0.674811374325089	0.226855878253189	0.582761840247435	down	NA
ErbB signaling pathway	KEGG	85	-0.0766819441463616	0.620922979634058	0.239796738092246	0.582761840247435	down	18479,  26419
GnRH signaling pathway	KEGG	91	-0.074646262564329	0.628828152017441	0.237271845511206	0.582761840247435	down	11514,  18753,  18798,  26419,  432530
Regulation of autophagy	KEGG	33	-0.118913346246751	0.477591342292871	0.235087027021725	0.582761840247435	down	NA
Melanoma	KEGG	70	-0.0854055428432749	0.588156636352521	0.231417240354928	0.582761840247435	down	NA
Chronic myeloid leukemia	KEGG	70	-0.084530585009595	0.591363460532866	0.23649743162283	0.582761840247435	down	21812
Glyoxylate and dicarboxylate metabolism	KEGG	17	0.142146864116819	2.41907939597396	0.225708952940123	0.582761840247435	up	NA
Sphingolipid metabolism	KEGG	40	-0.110354221380966	0.503682969355436	0.230130134654436	0.582761840247435	down	11886,  22239,  433323
Complement and coagulation cascades	KEGG	67	0.0780409009084087	1.62416463818461	0.246805214769004	0.592899883755422	up	12268,  14962,  22371
Cytokine-cytokine receptor interaction	KEGG	232	-0.0456715587438331	0.752893994358294	0.259256663688876	0.615734576261081	down	14255,  16180,  17311,  21812,  21934,  21938,  22341
Glycerolipid metabolism	KEGG	49	0.0845511947444194	1.69122402105555	0.276809997466886	0.650036960343587	up	110197,  217480,  67512
B cell receptor signaling pathway	KEGG	71	-0.0766151123482992	0.62118092326971	0.282186960301938	0.6553008300345	down	57257
Pyrimidine metabolism	KEGG	91	0.0622566668936222	1.47241040068037	0.294209268763822	0.668366708387379	up	103149,  12495,  20016,  66420,  69241
RNA polymerase	KEGG	23	0.112955651319019	2.01773401187115	0.292465846263085	0.668366708387379	up	20016,  66420,  69241
Fat digestion and absorption	KEGG	44	0.0843585999165552	1.6892010036137	0.303564632814559	0.682204389873579	up	211429,  67512
Phagosome	KEGG	141	0.0484976755579949	1.35174188681732	0.320489887498465	0.697733192574784	up	13057,  14963,  15013,  16402,  21827,  21828,  66212,  67951
Cell adhesion molecules (CAMs)	KEGG	122	0.0521092542207886	1.3824241565667	0.317551950910355	0.697733192574784	up	12555,  12739,  14963,  15013,  50723,  53321
Long-term potentiation	KEGG	64	-0.0749330927342341	0.627708240947032	0.317948824026184	0.697733192574784	down	11514,  18798,  432530
mTOR signaling pathway	KEGG	49	-0.0836938168717455	0.594446670232468	0.32553366246473	0.701407582011636	down	22341
Maturity onset diabetes of the young	KEGG	25	0.101874785623784	1.88346255566261	0.33254959130283	0.703173637892204	up	103988,  378435
Amyotrophic lateral sclerosis (ALS)	KEGG	53	-0.0794837590126843	0.610204939129083	0.333082249527886	0.703173637892204	down	12367,  21938
Carbohydrate digestion and absorption	KEGG	35	-0.0956661205171709	0.551823269835008	0.336788025113083	0.703886972486343	down	11932
Fc gamma R-mediated phagocytosis	KEGG	85	-0.0615824297804033	0.682010198912176	0.348151435084722	0.720432177551554	down	13196,  18479,  18753,  57257
Primary immunodeficiency	KEGG	34	0.0856445385776202	1.70275451551308	0.356632100663696	0.730746167046201	up	22637
Peroxisome	KEGG	74	0.0590050869883802	1.44295557310116	0.370864265940611	0.752530403704734	up	18631,  19193,  269951,  51798,  70503
mRNA surveillance pathway	KEGG	77	-0.0606603559108511	0.68592955975816	0.378775257593812	0.753943131781969	down	NA
Focal adhesion	KEGG	192	0.0377042397463135	1.26404522413481	0.375771908670864	0.753943131781969	up	109711,  11472,  12390,  12444,  12815,  12833,  16402,  16777,  170736,  19045,  192176,  21827,  21828,  22330,  22371,  81877
VEGF signaling pathway	KEGG	72	-0.0621486265910613	0.6796146326698	0.382712913956954	0.754594330349088	down	19225
Phototransduction	KEGG	21	0.0964724358316366	1.8212778698304	0.404538892814501	0.75513802440598	up	19739
Arachidonic acid metabolism	KEGG	63	0.0585818041363101	1.43916481307172	0.411893467857807	0.75513802440598	up	106648,  109857,  14598,  211429
Adherens junction	KEGG	70	-0.0604563082044437	0.686799922659987	0.402587046647189	0.75513802440598	down	16842,  19274,  21416,  21812
Inositol phosphate metabolism	KEGG	56	-0.067120326081703	0.658937544550027	0.403947185272173	0.75513802440598	down	18798,  234515
Gap junction	KEGG	84	-0.0559252312499732	0.70641429390856	0.397676743711865	0.75513802440598	down	11514,  18798,  432530
Hepatitis C	KEGG	129	-0.0445536628586191	0.758142774652377	0.406732040198321	0.75513802440598	down	142980,  26419
Apoptosis	KEGG	81	-0.0576026529495867	0.699088515246744	0.391947407255541	0.75513802440598	down	11920,  12367,  16180
Histidine metabolism	KEGG	25	0.0889303628637725	1.73788238727266	0.408395069306874	0.75513802440598	up	15186,  66138,  67689,  69536
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	KEGG	24	-0.0964572275228378	0.549116933067832	0.421381301818472	0.765814713739657	down	NA
Base excision repair	KEGG	31	0.0778261738621304	1.62199872617835	0.429400156980468	0.773660627663085	up	235587
Proximal tubule bicarbonate reclamation	KEGG	18	-0.107320591499204	0.513268891039819	0.433170018576514	0.773782340875995	down	11932,  14660
Toxoplasmosis	KEGG	118	0.0413998754073087	1.29341240499367	0.440071384340276	0.779448468873878	up	15511,  15512,  16179,  16777,  193740,  211429
Cysteine and methionine metabolism	KEGG	34	0.0711399527001904	1.55598210674983	0.454248687470335	0.791149797344167	up	22117
Long-term depression	KEGG	67	0.0524306440562884	1.38518804800791	0.45264562801036	0.791149797344167	up	108071,  18797,  20190,  211429
Sulfur metabolism	KEGG	10	0.1181649504333	2.08412448941852	0.461637185608076	0.797373320595768	up	NA
